query,feature,endpoint,method,sheet,subFeature,markedCorrect,score
"What field controls the decimal precision for availability percentage?","Report Settings","/app/api/reports/alarm/{id}","GET","Automations","Alarm Reports",false,16
"How do I create an SLA setting for a monitor?","Report Settings","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",true,85
"How do I create an SLA setting for a monitor?","Report Settings","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,85
"How do I create an SLA setting for a monitor?","Report Settings","/app/api/sla_settings","POST","Report Settings","SLA Settings",false,84
"How do I create an SLA setting for a monitor?","Report Settings","/app/api/sla_settings/15698000493103037","PUT","Report Settings","SLA Settings",false,77
"How do I create an SLA setting for a monitor?","Report Settings","/app/api/setting_profile/associated_monitors","GET","Server Monitor","Setting Profile – Associated Monitors",false,66
"How do I create an SLA setting for a monitor?","Report Settings","/app/api/sla_settings","GET","Report Settings","SLA Settings",false,66
"Which API retrieves SLA settings for a specific monitor?","Report Settings","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",true,104
"Which API retrieves SLA settings for a specific monitor?","Report Settings","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,104
"Which API retrieves SLA settings for a specific monitor?","Report Settings","/app/api/sla_settings","POST","Report Settings","SLA Settings",false,96
"Which API retrieves SLA settings for a specific monitor?","Report Settings","/app/api/sla_settings/15698000493103037","PUT","Report Settings","SLA Settings",false,96
"Which API retrieves SLA settings for a specific monitor?","Report Settings","/app/api/sla_settings","GET","Report Settings","SLA Settings",false,85
"Which API retrieves SLA settings for a specific monitor?","Report Settings","/app/api/sla_settings/15698000493103037","DELETE","Report Settings","SLA Settings",false,85
"What endpoint deletes an existing SLA configuration?","Report Settings","/app/api/sla_settings/15698000493103037","DELETE","Report Settings","SLA Settings",true,43
"What endpoint deletes an existing SLA configuration?","Report Settings","/app/api/sla_settings","POST","Report Settings","SLA Settings",false,41
"What endpoint deletes an existing SLA configuration?","Report Settings","/app/api/integration/slack/15698000442055001","GET","Report Settings","SLA Settings",false,36
"What endpoint deletes an existing SLA configuration?","Report Settings","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",false,36
"What endpoint deletes an existing SLA configuration?","Report Settings","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,36
"How do I list business hours used in report scheduling?","Report Settings","/app/api/short/business_hours","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",true,80
"How do I list business hours used in report scheduling?","Report Settings","https://www.site24x7.com/app/api/business_hours/{id}","PUT","Configuration Profiles","Business Hours",false,68
"How do I list business hours used in report scheduling?","Report Settings","https://www.site24x7.com/app/api/business_hours","GET","Configuration Profiles","Business Hours",false,65
"How do I list business hours used in report scheduling?","Report Settings","/app/api/metrics/list/METRICS","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,61
"How do I list business hours used in report scheduling?","Report Settings","/app/api/plugin/listCustomTemplates/PLUGIN","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,61
"How do I list business hours used in report scheduling?","Report Settings","/app/api/short/monitor_groups_list","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,61
"Which API retrieves custom report templates for a scheduled report?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",true,143
"Which API retrieves custom report templates for a scheduled report?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,137
"Which API retrieves custom report templates for a scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,137
"Which API retrieves custom report templates for a scheduled report?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,137
"Which API retrieves custom report templates for a scheduled report?","Report Settings","/app/api/short/reports/custom_reports","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,129
"Which API retrieves custom report templates for a scheduled report?","Report Settings","/app/api/plugin/listCustomTemplates/PLUGIN","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,124
"What field defines the SLA goal percentage?","Report Settings","/app/api/sla_settings","POST","Report Settings","SLA Settings",true,34
"What field defines the SLA goal percentage?","Report Settings","/app/api/sla_settings/15698000493103037","PUT","Report Settings","SLA Settings",false,34
"What field defines the SLA goal percentage?","Report Settings","/app/api/integration/slack/15698000442055001","GET","Report Settings","SLA Settings",false,29
"What field defines the SLA goal percentage?","Report Settings","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",false,29
"What field defines the SLA goal percentage?","Report Settings","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,29
"How do I check which monitor groups are available for a report?","Report Settings","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",true,73
"How do I check which monitor groups are available for a report?","Report Settings","/app/api/short/monitor_groups_list","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,70
"How do I check which monitor groups are available for a report?","Report Settings","/app/api/monitors/pollergroups","GET","Inventory","Poller Groups",false,66
"How do I check which monitor groups are available for a report?","Report Settings","/app/api/short/monitor_groups","GET","Server Monitor","Monitor Groups",false,66
"Which API lists tags usable in report filters?","Report Settings","/app/api/short/tags","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",true,63
"Which API lists tags usable in report filters?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",false,63
"Which API lists tags usable in report filters?","Report Settings","/app/api/customize_report","PUT","Report Settings","Customize Report",false,62
"Which API lists tags usable in report filters?","Report Settings","/app/api/customize_report","PUT","Report Settings","Customize Report",false,62
"Which API lists tags usable in report filters?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,61
"Which API lists tags usable in report filters?","Report Settings","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,61
"What endpoint updates report customization settings like sender email?","Report Settings","/app/api/short/reports/custom_reports","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",true,69
"What endpoint updates report customization settings like sender email?","Report Settings","/app/api/customize_report","PUT","Report Settings","Customize Report",false,66
"What endpoint updates report customization settings like sender email?","Report Settings","/app/api/customize_report","PUT","Report Settings","Customize Report",false,66
"What endpoint updates report customization settings like sender email?","Report Settings","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,65
"What endpoint updates report customization settings like sender email?","Report Settings","/app/api/sla_settings/15698000493103037","PUT","Report Settings","SLA Settings",false,60
"What endpoint updates report customization settings like sender email?","Report Settings","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",false,60
"How do I create an Uptime Button?","Share","/app/api/uptime_buttons","POST","Share","Uptime Buttons",true,75
"Which API lists existing Uptime Buttons?","Share","/app/api/uptime_buttons","POST","Share","Uptime Buttons",true,82
"What endpoint creates a new Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685854","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",true,69
"What endpoint creates a new Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685856","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,69
"What endpoint creates a new Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685858","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,69
"What endpoint creates a new Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685860","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,69
"What endpoint creates a new Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685862","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,69
"What endpoint creates a new Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685864","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,69
"How do I delete a specific Operations Dashboard?","Share","/app/api/dashboards/15698000407685846","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",true,78
"How do I delete a specific Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685848","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,71
"How do I delete a specific Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685850","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,71
"How do I delete a specific Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685852","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,71
"How do I delete a specific Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685854","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,71
"How do I delete a specific Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685856","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,71
"Which API retrieves the list of public reports?","Share","/app/api/public_reports","GET","Share","Public Reports",true,84
"Which API retrieves the list of public reports?","Share","/app/api/public_reports/15698000325373001","DELETE","Share","Public Reports",false,77
"Which API retrieves the list of public reports?","Share","/app/api/public_reports/15698000325373001","PUT","Share","Public Reports",false,77
"Which API retrieves the list of public reports?","Share","/app/api/reports/custom_reports","GET","Share","Public Reports",false,65
"Which API retrieves the list of public reports?","Share","https://www.site24x7.com/app/api/public_reports","GET","Configuration Profiles","Custom Report",false,58
"How do I publish a new Public Report?","Share","/app/api/public_reports","GET","Share","Public Reports",true,72
"How do I publish a new Public Report?","Share","/app/api/public_reports/15698000325373001","PUT","Share","Public Reports",false,63
"How do I publish a new Public Report?","Share","/app/api/public_reports/15698000325373001","DELETE","Share","Public Reports",false,58
"How do I publish a new Public Report?","Share","https://www.site24x7.com/app/api/public_reports","GET","Configuration Profiles","Custom Report",false,55
"How do I publish a new Public Report?","Share","/app/api/reports/custom_reports","GET","Share","Public Reports",false,53
"What field controls which monitors are shown on an Uptime Button?","Share","/app/api/uptime_buttons","POST","Share","Uptime Buttons",true,68
"Which API updates an existing Operations Dashboard?","Share","/app/api/dashboards/15698000407685846","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",true,80
"Which API updates an existing Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685848","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,73
"Which API updates an existing Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685850","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,73
"Which API updates an existing Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685852","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,73
"Which API updates an existing Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685854","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,73
"Which API updates an existing Operations Dashboard?","Share","/app/api/dashboards/widgets/15698000407685856","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,73
"How do I get the embed code for a shared dashboard?","Share","/app/api/dashboards/15698000407685846","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",true,68
"How do I get the embed code for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685848","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,66
"How do I get the embed code for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685850","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,66
"How do I get the embed code for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685852","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,66
"How do I get the embed code for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685854","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,66
"How do I get the embed code for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685856","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,66
"What endpoint deletes a Public Report?","Share","/app/api/public_reports","GET","Share","Public Reports",true,79
"What endpoint deletes a Public Report?","Share","/app/api/public_reports/15698000325373001","DELETE","Share","Public Reports",false,72
"What endpoint deletes a Public Report?","Share","/app/api/public_reports/15698000325373001","PUT","Share","Public Reports",false,70
"What endpoint deletes a Public Report?","Share","/app/api/reports/custom_reports","GET","Share","Public Reports",false,60
"Which API lists monitor groups available for sharing?","Share","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",true,86
"Which API lists monitor groups available for sharing?","Share","/app/api/monitors/pollergroups","GET","Inventory","Poller Groups",false,79
"Which API lists monitor groups available for sharing?","Share","/app/api/short/monitor_groups","GET","Server Monitor","Monitor Groups",false,79
"Which API lists monitor groups available for sharing?","Share","/app/api/short/monitor_groups","GET","Inventory","Monitor Groups",false,71
"How do I check which plugins are available when publishing a report?","Share","/app/api/short/plugins","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",true,44
"How do I check which plugins are available when publishing a report?","Share","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",false,44
"How do I check which plugins are available when publishing a report?","Share","/app/api/scheduled_reports/15698000342022005","PUT","Report Settings","Scheduled Reports",false,42
"How do I check which plugins are available when publishing a report?","Share","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,42
"How do I check which plugins are available when publishing a report?","Share","/app/api/send_scheduled_reports","POST","Report Settings","Scheduled Reports",false,42
"How do I check which plugins are available when publishing a report?","Share","/app/api/customize_report","DELETE","Report Settings","Customize Report",false,37
"What field holds the permalink for a shared dashboard?","Share","/app/api/dashboards/15698000407685846","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",true,44
"What field holds the permalink for a shared dashboard?","Share","/app/api/dashboard_views","GET","Share","Operations Dashboard",false,44
"What field holds the permalink for a shared dashboard?","Share","/app/api/short/dashboards/favourites","GET","Inventory","Dashboard",false,38
"What field holds the permalink for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685848","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,37
"What field holds the permalink for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685850","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,37
"What field holds the permalink for a shared dashboard?","Share","/app/api/dashboards/widgets/15698000407685852","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,37
"Which API retrieves custom reports available for public sharing?","Share","/app/api/public_reports","GET","Share","Public Reports",true,84
"Which API retrieves custom reports available for public sharing?","Share","/app/api/reports/custom_reports","GET","Share","Public Reports",false,84
"Which API retrieves custom reports available for public sharing?","Share","/app/api/public_reports/15698000325373001","DELETE","Share","Public Reports",false,77
"Which API retrieves custom reports available for public sharing?","Share","/app/api/public_reports/15698000325373001","PUT","Share","Public Reports",false,77
"Which API retrieves custom reports available for public sharing?","Share","/app/api/short/reports/custom_reports","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,67
"How do I list business hours available when publishing a report?","Share","https://www.site24x7.com/app/api/business_hours/{id}","PUT","Configuration Profiles","Business Hours",true,68
"How do I list business hours available when publishing a report?","Share","https://www.site24x7.com/app/api/business_hours","GET","Configuration Profiles","Business Hours",false,65
"How do I list business hours available when publishing a report?","Share","/app/api/short/business_hours","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,63
"How do I list business hours available when publishing a report?","Share","/app/api/scheduled_reports","GET","Report Settings","Scheduled Reports",false,60
"How do I list business hours available when publishing a report?","Share","https://www.site24x7.com/app/api/business_hours","POST","Configuration Profiles","Business Hours",false,58
"How do I create a new milestone?","Milestones","/app/api/milestone/default_marker","PUT","Milestones","Milestone Marker Settings",true,37
"How do I create a new milestone?","Milestones","/app/api/monitor_groups?subgroup_required=true","GET","Milestones","Milestone Configuration",false,25
"Which API updates the default milestone marker setting?","Milestones","/app/api/milestone/default_marker","PUT","Milestones","Milestone Marker Settings",true,120
"What endpoint loads monitor groups for milestone association?","Milestones","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",true,73
"What endpoint loads monitor groups for milestone association?","Milestones","/app/api/monitor_groups?subgroup_required=true","GET","Milestones","Milestone Configuration",false,70
"What endpoint loads monitor groups for milestone association?","Milestones","/app/api/short/monitor_groups","GET","Server Monitor","Monitor Groups",false,66
"What endpoint loads monitor groups for milestone association?","Milestones","/app/api/monitors/pollergroups","GET","Inventory","Poller Groups",false,59
"How do I check which monitor a milestone is tied to?","Milestones","/app/api/short/monitors_resource_supported","GET","Server Monitor","Monitor Resource Support",true,45
"How do I check which monitor a milestone is tied to?","Milestones","/app/api/monitors/details_page/base/{id}","GET","Automations","Monitor Details",false,44
"How do I check which monitor a milestone is tied to?","Milestones","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",false,44
"How do I check which monitor a milestone is tied to?","Milestones","/app/api/monitor_groups?subgroup_required=true","GET","Milestones","Milestone Configuration",false,44
"How do I check which monitor a milestone is tied to?","Milestones","/app/api/short/monitors_support/6001","GET","Automations","Monitor Support",false,43
"How do I check which monitor a milestone is tied to?","Milestones","/app/api/short/monitor_groups","GET","Server Monitor","Monitor Groups",false,37
"What field controls milestone marker visibility?","Milestones","/app/api/milestone/default_marker","PUT","Milestones","Milestone Marker Settings",true,71
"Which API fetches the current user's profile for the Milestones page?","Milestones","/app/api/client_data/user","GET","Milestones","User Context",true,85
"Which API fetches the current user's profile for the Milestones page?","Milestones","https://www.site24x7.com/app/api/credential_profiles","GET","Configuration Profiles","Credential Profile",false,71
"Which API fetches the current user's profile for the Milestones page?","Milestones","https://www.site24x7.com/app/api/notification_profiles","GET","Configuration Profiles","Notification Profile",false,71
"Which API fetches the current user's profile for the Milestones page?","Milestones","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,70
"How do I retrieve account-level configuration before viewing milestones?","Milestones","/app/api/client_data/account","GET","Milestones","Account Context",true,29
"How do I retrieve account-level configuration before viewing milestones?","Milestones","/app/api/account_settings","GET","Milestones","Account Settings",false,29
"How do I retrieve account-level configuration before viewing milestones?","Milestones","/app/api/monitor_groups?subgroup_required=true","GET","Milestones","Milestone Configuration",false,26
"How do I retrieve account-level configuration before viewing milestones?","Milestones","https://www.site24x7.com/app/api/apminsight/agent_config_profile","POST","Configuration Profiles","APM Agent Configuration",false,25
"How do I retrieve account-level configuration before viewing milestones?","Milestones","https://www.site24x7.com/app/api/apminsight/agent_config_profile/{id}","DELETE","Configuration Profiles","APM Agent Configuration",false,25
"How do I retrieve account-level configuration before viewing milestones?","Milestones","https://www.site24x7.com/app/api/apminsight/agent_config_profile/{id}","GET","Configuration Profiles","APM Agent Configuration",false,25
"What endpoint loads global settings required by the Milestones module?","Milestones","/app/api/client_data/globals","GET","Milestones","Bootstrap Data",true,55
"What endpoint loads global settings required by the Milestones module?","Milestones","/app/api/account_settings","GET","Milestones","Account Settings",false,51
"What endpoint loads global settings required by the Milestones module?","Milestones","/app/api/account_settings","GET","Downloads","Account Settings",false,51
"What endpoint loads global settings required by the Milestones module?","Milestones","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",false,44
"What endpoint loads global settings required by the Milestones module?","Milestones","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,44
"Which API manages milestone marker behavior (Monitor/Group/Global)?","Milestones","/app/api/milestone/default_marker","PUT","Milestones","Milestone Marker Settings",true,98
"How do I list milestones associated with a specific monitor group?","Milestones","/app/api/monitors/pollergroups","GET","Inventory","Poller Groups",true,87
"How do I list milestones associated with a specific monitor group?","Milestones","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",false,80
"How do I list milestones associated with a specific monitor group?","Milestones","/app/api/resource_profile/associated_monitors","GET","Server Monitor","Resource Profile – Associated Monitors",false,80
"How do I list milestones associated with a specific monitor group?","Milestones","/app/api/setting_profile/associated_monitors","GET","Server Monitor","Setting Profile – Associated Monitors",false,80
"How do I list milestones associated with a specific monitor group?","Milestones","/app/api/monitor_groups","GET","Automations","Monitor Groups",false,72
"How do I list milestones associated with a specific monitor group?","Milestones","/app/api/short/monitor_groups_list","GET","Report Settings","Report Settings (Supporting lookup, used by Scheduled Reports forms)",false,71
"What field holds the milestone name?","Milestones","/app/api/milestone/default_marker","PUT","Milestones","Milestone Marker Settings",true,49
"What field holds the milestone name?","Milestones","/app/api/applog/logtype_resources/name","GET","Operations","Alert Logs",false,34
"Which API checks subscription details before rendering milestones?","Milestones","/app/api/client_data/account","GET","Milestones","Account Context",true,49
"Which API checks subscription details before rendering milestones?","Milestones","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,45
"Which API checks subscription details before rendering milestones?","Milestones","/app/api/dashboards/15698000407685846","GET","Operations","Operations (Dashboard widget rendering, unrelated to a specific sub-feature)",false,44
"Which API checks subscription details before rendering milestones?","Milestones","/sp/api/short/subscription/statuspages_license","GET","Operations","Status Pages (StatusIQ)",false,38
"Which API checks subscription details before rendering milestones?","Milestones","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,38
"Which API checks subscription details before rendering milestones?","Milestones","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,38
"How do I fetch demo mode flags for the Milestones page?","Milestones","/app/api/client_data/demo","GET","Milestones","Bootstrap Data",true,48
"How do I fetch demo mode flags for the Milestones page?","Milestones","/sp/api/short/statuspages","GET","Operations","Status Pages (StatusIQ)",false,43
"How do I fetch demo mode flags for the Milestones page?","Milestones","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,43
"How do I fetch demo mode flags for the Milestones page?","Milestones","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,43
"How do I fetch demo mode flags for the Milestones page?","Milestones","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,43
"How do I fetch demo mode flags for the Milestones page?","Milestones","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,43
"What endpoint is used to mark a new deployment milestone?","Milestones","/app/api/milestone/default_marker","PUT","Milestones","Milestone Marker Settings",true,71
"Which API loads dashboard preferences for the Milestones view?","Milestones","/app/api/dashboard_views","GET","Share","Operations Dashboard",true,81
"Which API loads dashboard preferences for the Milestones view?","Milestones","/app/api/short/dashboards/favourites","GET","Downloads","Dashboard Preferences",false,74
"Which API loads dashboard preferences for the Milestones view?","Milestones","/app/api/short/dashboards/favourites","GET","Milestones","Dashboard Preferences",false,68
"Which API loads dashboard preferences for the Milestones view?","Milestones","/app/api/dashboard_views/15698000033393001","DELETE","Share","Operations Dashboard",false,67
"How do I set up PagerDuty alerts?","Third-Party Integrations","/app/api/short/sla_settings/monitors/2","GET","Report Settings","SLA Settings",true,37
"How do I set up PagerDuty alerts?","Third-Party Integrations","/app/api/short/sla_settings/monitors/3","GET","Report Settings","SLA Settings",false,37
"How do I set up PagerDuty alerts?","Third-Party Integrations","/app/api/sla_settings","GET","Report Settings","SLA Settings",false,37
"How do I set up PagerDuty alerts?","Third-Party Integrations","/app/api/sla_settings","POST","Report Settings","SLA Settings",false,37
"How do I set up PagerDuty alerts?","Third-Party Integrations","/app/api/sla_settings/15698000493103037","DELETE","Report Settings","SLA Settings",false,37
"How do I set up PagerDuty alerts?","Third-Party Integrations","/app/api/sla_settings/15698000493103037","PUT","Report Settings","SLA Settings",false,37
"Which API creates a Slack integration?","Third-Party Integrations","/app/api/integration/slack","POST","Third-Party Integrations","Slack Integration",true,86
"Which API creates a Slack integration?","Third-Party Integrations","/app/api/integration/pager_duty","POST","Third-Party Integrations","PagerDuty Integration",false,62
"Which API creates a Slack integration?","Third-Party Integrations","/app/api/integration/opsgenie","POST","Third-Party Integrations","Opsgenie Integration",false,62
"Which API creates a Slack integration?","Third-Party Integrations","/app/api/integration/moogsoft","POST","Third-Party Integrations","Moogsoft Integration",false,62
"Which API creates a Slack integration?","Third-Party Integrations","/app/api/integration/fresh_service","POST","Third-Party Integrations","Freshservice Integration",false,62
"Which API creates a Slack integration?","Third-Party Integrations","/app/api/integration/zen_desk","POST","Third-Party Integrations","Zendesk Integration",false,62
"How do I configure a webhook integration?","Third-Party Integrations","/app/api/integration/webhooks","POST","Third-Party Integrations","Webhook Integration",true,66
"How do I configure a webhook integration?","Third-Party Integrations","/app/api/integration/slack","POST","Third-Party Integrations","Slack Integration",false,50
"How do I configure a webhook integration?","Third-Party Integrations","/app/api/integration/discord","POST","Third-Party Integrations","Discord Integration",false,49
"How do I configure a webhook integration?","Third-Party Integrations","/app/api/zanalytics/integration_info","GET","Third-Party Integrations","Zoho Analytics Integration",false,44
"How do I configure a webhook integration?","Third-Party Integrations","/app/api/integration/appmanager","POST","Third-Party Integrations","Application Manager Integration",false,44
"What endpoint creates a ServiceNow integration?","Third-Party Integrations","/app/api/integration/service_now","POST","Third-Party Integrations","ServiceNow Integration",true,61
"What endpoint creates a ServiceNow integration?","Third-Party Integrations","/app/api/integration/webhooks","POST","Third-Party Integrations","Webhook Integration",false,51
"What endpoint creates a ServiceNow integration?","Third-Party Integrations","/app/api/integration/sdp","POST","Third-Party Integrations","SDP On-Premise Integration",false,51
"What endpoint creates a ServiceNow integration?","Third-Party Integrations","/app/api/integration/sdp","POST","Third-Party Integrations","SDP MSP Integration",false,51
"What endpoint creates a ServiceNow integration?","Third-Party Integrations","/app/api/integration/zia_azure","POST","Third-Party Integrations","Azure OpenAI Integration",false,50
"What endpoint creates a ServiceNow integration?","Third-Party Integrations","/app/api/integration/pager_duty","POST","Third-Party Integrations","PagerDuty Integration",false,44
"Which API retrieves ServiceNow CMDB monitor type mappings?","Third-Party Integrations","/app/api/integration/cmdbMonitorTypes","GET","Third-Party Integrations","ServiceNow CMDB Config",true,104
"Which API retrieves ServiceNow CMDB monitor type mappings?","Third-Party Integrations","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",false,72
"How do I check the ServiceNow CMDB sync status?","Third-Party Integrations","/app/api/integration/snow_cmdb_status","GET","Third-Party Integrations","ServiceNow CMDB Status",true,89
"What API integrates with Opsgenie?","Third-Party Integrations","/app/api/integration/opsgenie","POST","Third-Party Integrations","Opsgenie Integration",true,47
"How do I connect Site24x7 to Microsoft Teams or Discord?","Third-Party Integrations","/app/api/integration/discord","POST","Third-Party Integrations","Discord Integration",true,36
"How do I connect Site24x7 to Microsoft Teams or Discord?","Third-Party Integrations","/app/api/integration/connectwise","POST","Third-Party Integrations","ConnectWise Manage Integration",false,29
"How do I connect Site24x7 to Microsoft Teams or Discord?","Third-Party Integrations","/sp/api/public/site24x7_perf_data/cR--BisT9ddaXXF3PzQ2JDsu5nPDyjqwPtrPU4-pB64f_aHC0juFXg6xidCsteOu","GET","Operations","Status Pages (StatusIQ)",false,26
"How do I connect Site24x7 to Microsoft Teams or Discord?","Third-Party Integrations","/sp/api/public/site24x7_perf_data/cR--BisT9ddaXXF3PzQ2JDsu5nPDyjqwPtrPU4-pB650_WFJl3TOkWDRjoMpE0bN","GET","Operations","Status Pages (StatusIQ)",false,26
"Which API sets up a Zoho Cliq integration?","Third-Party Integrations","/app/api/zcliq/org_details","GET","Third-Party Integrations","Zoho Cliq Integration",true,84
"Which API sets up a Zoho Cliq integration?","Third-Party Integrations","/app/api/zcliq/users","GET","Third-Party Integrations","Zoho Cliq Integration",false,84
"Which API sets up a Zoho Cliq integration?","Third-Party Integrations","/app/api/zcliq/channel","POST","Third-Party Integrations","Zoho Cliq Integration",false,84
